,title,company,location,job_type,languages,soft_skills,skills,degree_type,degree_field,sub_category_1,sub_category_2,sub_category_3,experience_periode,Homeoffice,teilzeit,Vollzeit
2477,Embedded Software Tester,ISCUE Verwaltungs GmbH,"St. Johannis, Nürnberg-Mitte, Deutschland",['Feste Anstellung'],,['communication'],[],,,IT,QA & Testing,Manual Testing,,True,False,True
2478,Product Marketing Manager - Cae Simulation Market Strategy,Keysight Technologies Deutschland GmbH,Böblingen,['Feste Anstellung'],,,[],,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2479,Software Developer Net Microsoft Dynamics 365 -Power Platform - Location Berlin,TSO-DATA GmbH,Berlin,['Feste Anstellung'],,['management'],"['ms office', 'excel']",,,IT,Software Development,Full-Stack Development,,True,False,True
2480,Structures Development Certification Engineer,Volocopter GmbH,Bruchsal,['Feste Anstellung'],['english'],,"['scrum', 'rest', 'programming language', 'database']",,,Engineering,Civil & Structural,Civil & Structural,3y,False,False,True
2481,Paid Social Manager,Pet Printed GmbH,Fürth,['Feste Anstellung'],,,[],,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2482,Sales Manager,Iodata GmbH,Karlsruhe,['Feste Anstellung'],['english'],,"['sap', 'microsoft dynamics', 'excel', 'ms office']",,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2483,It System Technician It Service Technician It System Administrator,Info-Data GmbH & Co. KG,"Wuppertal, Remscheid, Solingen",['Feste Anstellung'],['german'],,[],,,Engineering,Electrical Engineering,Electrical Engineering,18y,True,True,True
2484,International Course Nursing B Sc Training Nurse,VACANCES mobiler Sozial- und Pflegedienst GmbH,Schwachhausen,"['Ausbildung', 'Studium']",,,[],,,Healthcare,Nursing,Nursing,,False,False,True
2485,International Course Nursing B Sc Training Nurse,VACANCES mobiler Sozial- und Pflegedienst GmbH,Schwachhausen,"['Ausbildung', 'Studium']",,,[],,,Healthcare,Nursing,Nursing,,False,False,True
2486,Performance Marketing Manager,Xentral ERP Software GmbH,Augsburg,['Feste Anstellung'],,['management'],['cloud'],['degree'],"['computer science', 'business']",Business,Sales & Marketing,Digital Marketing,,True,False,True
2489,Sales Support Specialist,M2. technology & project consulting GmbH,Berlin,['Feste Anstellung'],,['management'],"['microsoft dynamics', 'project management']",,,Customer Service,Client Relations,Client Relations,,True,False,True
2490,Technical Consultant Api Integration Data Quality,Creditsafe Deutschland GmbH,Berlin,['Feste Anstellung'],,['communicates'],['figma'],,,IT,Data & AI,Data Analysis,4y,True,False,True
2491,Debt Collections Manager,Pliant GmbH,"Berlin, Germany",['Feste Anstellung'],"['german', 'english']","['team player', 'analytical', 'management', 'initiative']",[],"[""master's"", 'degree']","['economic', 'business']",Business,Finance,Wealth Management,,True,False,True
2492,Marketing Employee,Finanz-DATA GmbH Beratungs- und Softwarehaus,Gotha,['Befristeter Vertrag'],,['communicates'],['google tag manager'],,,Business,Sales & Marketing,Digital Marketing,,True,True,False
2493,Ecommerce Manager,Cosmo Beauty Brand House GmbH,Berlin,['Feste Anstellung'],"['german', 'english']","['analytical', 'communication', 'attention to detail']","['tableau', 'excel', 'bi tools']",,,Business,Sales & Marketing,Digital Marketing,3y,True,False,True
2494,Consultant Computer System Validation,Garn Consulting Inh. Sandra Garn,Saarbrücken,['Feste Anstellung'],,['analytical'],['word'],['bachelor of science'],['business'],IT,Data & AI,Data Analysis,,True,False,True
2495,Brand Marketing Manager,Keleya Digital-Health Solutions GmbH,Berlin,['Feste Anstellung'],['german'],"['attention to detail', 'communication', 'open-minded']",['ms office'],['diploma'],['business'],Business,Sales & Marketing,Digital Marketing,,True,False,True
2496,B2B Sales Manager Remarketing It,PromoData GmbH,Ellwangen (Jagst),['Feste Anstellung'],"['german', 'english']","['team player', 'analytical']","['macos', 'javascript', 'programming language']",['degree'],"['engineering', 'computer science']",Business,Sales & Marketing,Digital Marketing,2y,True,False,True
2497,It Administrator,CosH Consulting GmbH,Nürnberg Mittelfranken,['Feste Anstellung'],,"['analytical', 'management']",[],['degree'],['engineering'],Legal,Legal Support,Legal Support,7y,True,False,True
2498,Quantum Software Architect,eleQtron GmbH,Siegen,['Feste Anstellung'],"['german', 'english']",,"['javascript', 'typescript', 'programming language']",['degree'],"['engineering', 'technical', 'computer science']",IT,QA & Testing,Automation Testing,2y,False,False,True
2499,Machine Learning Engineer Iv Part Time,MATVIS GmbH,"72 Tübingen, Germany","['Studentenjobs', 'Werkstudent']",['english'],['management'],"['swift', 'ci/cd', 'programming language', 'devops/mlops']",,,IT,Data & AI,Machine Learning,3y,True,True,False
2500,Controller,nfon AG,Munich,['Feste Anstellung'],,['management'],"['microsoft dynamics', 'project management']",,,Logistics & Supply Chain,Procurement & Planning,Procurement & Planning,,True,False,True
2501,Quantum Software Architect,eleQtron GmbH,Siegen,['Feste Anstellung'],"['german', 'english']",,"['javascript', 'typescript', 'programming language']",['degree'],"['engineering', 'technical', 'computer science']",IT,QA & Testing,Automation Testing,2y,False,False,True
2502,Online Marketing Sales,ES Chimney System GmbH,"Bremen, DE",['Feste Anstellung'],"['german', 'english']","['team player', 'analytical', 'communication']","['sql', 'programming language', 'database']",['degree'],"['engineering', 'computer science', 'business']",Business,Sales & Marketing,Digital Marketing,,False,False,True
2503,C Net Core Software Engineer Mainz,VP Verbund Pflegehilfe GmbH,Mainz am Rhein,['Feste Anstellung'],"['german', 'french', 'english', 'japanese']",,['excel'],"['bachelor', 'master']",['business'],IT,Software Development,Full-Stack Development,,False,False,True
2504,Full Stack Developer,NOCA mobility GmbH,Berlin,['Feste Anstellung'],"['german', 'english']",['open-minded'],"['unity', 'word']",,,IT,Software Development,Frontend Development,,False,False,True
2505,Wage Salary Accountants Payroll Specialist - Commercial Employee Loh,Data Dialog Rechenzentrum GmbH,Schkeuditz,['Feste Anstellung'],,"['communication', 'initiative', 'management', 'collaboration', 'analytical']","['cloud computing', 'programming language']","['bachelor', 'master', 'degree']","['computer science', 'business']",Business,HR,HR Operations,10y,False,False,True
2507,Fullstack Engineer - Artificial Intelligence Agents Advanced Insights,Zendesk GmbH,Berlin,['Feste Anstellung'],"['german', 'english']",,['databases'],"[""master's"", 'degree']","['engineering', 'computer science']",IT,Data & AI,"AI, LLM & NLP",,True,False,True
2508,Devops Engineer - Cloud Infrastructure Integrations,UltiHash GmbH,Berlin,['Feste Anstellung'],,['initiative'],['ml techniques'],,,IT,DevOps & Cloud,DevOps Engineering,5y,True,False,True
2509,Assistance Management,Data Dialog Rechenzentrum GmbH,Schkeuditz,['Feste Anstellung'],,,['programming language'],['degree'],"['economic', 'computer science']",IT,Data & AI,Data Analysis,,False,False,True
2510,Account Media Buying Director,STRIIVE Inh. Ann-Cathrin Edelhoff,Berlin,['Feste Anstellung'],"['german', 'english']",,[],,,Business,Sales & Marketing,Digital Marketing,3y,True,False,True
2511,Store Manager Düsseldorf,Copenhagen Coffee Lab Ruhr GmbH,"Düsseldorf, Germany",['Feste Anstellung'],['english'],"['management', 'communication']","['word', 'sap']",['master of science'],['engineering'],Retail & Consumer,Retail Sales,Retail Sales,,False,False,True
2512,Developer Backend,Interface Medien GmbH,Münster,['Feste Anstellung'],,"['communicates', 'analytical', 'communication']",[],"['certification', 'degree']","['engineering', 'technical']",IT,Software Development,Backend Development,5y,True,False,True
2513,Academic Nursing Staff Study Advanced Practice Nurse Apn Intermediate Care Station Imc Köpenick,DRK-Schwesternschaft Berlin e.V.,Berlin,['Feste Anstellung'],,['communication'],[],,,Healthcare,Nursing,Nursing,5y,False,False,True
2514,Human Resource Merchant - Hr Software Support,Data Dialog Rechenzentrum GmbH,Schkeuditz,['Feste Anstellung'],['german'],['analytical'],[],,,IT,Data & AI,Data Analysis,3y,False,False,True
2515,App Developer Apps Machine Control,RT Systemtechnik GmbH,Rheine,['Feste Anstellung'],['english'],"['communicates', 'management', 'communication']",['ai'],['degree'],"['engineering', 'technical', 'computer science', 'business']",IT,Software Development,Frontend Development,6m,False,False,True
2517,It Specialist System Integration Managed Services Factory Service,Systemhaus Ulm GmbH,Ulm,['Feste Anstellung'],['german'],,['ai'],,,Customer Service,Client Relations,Client Relations,5y,True,False,True
2518,Data Manager,ACO GmbH,"Büdelsdorf, Deutschland",['Feste Anstellung'],,"['leadership', 'analytical', 'management', 'creativity']",[],,,IT,Data & AI,Data Analysis,,False,False,True
2519,Product Designer,Chiropractic Center Berlin Kristian Kittl,Berlin,['Feste Anstellung'],,['communication'],['ms office'],,,IT,Software Development,Game Development,,True,False,True
2520,Clerk Document Management,Tropper Data Service AG,Köln,['Feste Anstellung'],,['attention to detail'],[],,,IT,Data & AI,Data Analysis,,False,False,True
2521,Projektmanager Microsoft Dynamics 365 Business Central,TSO-DATA Nürnberg GmbH,Nuremberg,['Feste Anstellung'],,,"['aws', 'azure', 'gcp']",,,Project Manager,Project Manager,Project Manager,,True,False,True
2522,Packaging Process Engineer Photonic Integrated Circuits,Keysight Technologies Deutschland GmbH,Böblingen,['Feste Anstellung'],,,[],,,Engineering,Chemical & Process,Chemical & Process,,False,False,True
2523,Business Development Intern,Nosh.bio GmbH,Berlin,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['leadership', 'analytical', 'management', 'communication']",['project management'],['degree'],"['technical', 'business']",Business,Sales & Marketing,Sales,10y,True,True,False
2524,Performance Marketing Manager,KF Design GmbH REMEMBER,Krefeld,['Feste Anstellung'],,['initiative'],[],,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2525,Clinical Applications Support Specialist,Schwarzer Cardiotek GmbH Messgeräte für die Medizin,Heilbronn,['Feste Anstellung'],,,[],,,Customer Service,Client Relations,Client Relations,,False,False,True
2526,Apprenticeship Industrial Clerk,MAPEKO Feuer GmbH & Co. KG,"56 Neuwied, Germany","['Ausbildung', 'Studium']",,"['communicates', 'leadership', 'management', 'communication']",['programming language'],,,Manufacturing & Production,Maintenance,Maintenance,5y,False,False,True
2527,Cross Platform Software Engineer Windows Macos,TeamViewer Germany GmbH,Stuttgart,['Feste Anstellung'],"['german', 'english']",['communicates'],['macos'],,,IT,Software Development,Full-Stack Development,,True,False,True
2528,Mechanical Commissioning Manager,KCMC - Kuchenmeister & Collegen Limited,"Frankfurt, Germany",['Arbeitnehmerüberlassung'],"['german', 'english']",['communicates'],"['windows server', 'azure', 'office 365']",,,IT,DevOps & Cloud,DevOps Engineering,5y,False,False,True
2529,Maintenance Engineer,Erbengemeinschaft nach Anton Wolfgang Graf von Faber-Castell,Stein bei Nürnberg,['Feste Anstellung'],,"['management', 'communication', 'open-minded']",['ms office'],"['bachelor', 'degree']","['engineering', 'technical']",Engineering,Civil & Structural,Civil & Structural,,False,False,True
2530,Cross Platform Software Engineer Windows Macos,TeamViewer Germany GmbH,Stuttgart,['Feste Anstellung'],"['german', 'english']",['communicates'],['macos'],,,IT,Software Development,Full-Stack Development,,True,False,True
2531,Software Engineer,Autodesk GmbH Potsdam,"Potsdam, Germany",['Feste Anstellung'],,['communication'],"['python', 'rust', 'programming language']","[""master's"", 'phd']","['engineering', 'computer science']",IT,Software Development,Full-Stack Development,3y,True,False,True
2532,Consultant Microsoft Dynamics 365 Business Central,TSO-DATA Nürnberg GmbH,Nuremberg,['Feste Anstellung'],"['german', 'english']","['analytical', 'management']","['ms office', 'programming language', 'bi tools']",['degree'],['business'],Business,Sales & Marketing,Digital Marketing,,True,False,True
2533,Software Engineer C,TeamViewer Germany GmbH,Stuttgart,['Feste Anstellung'],"['german', 'dutch', 'english']",['communication'],"['excel', 'word']",['degree'],['business'],IT,Software Development,Full-Stack Development,,True,False,True
2534,Procurement Specialist,MakerVerse GmbH,Berlin,['Feste Anstellung'],,"['team player', 'analytical', 'management']","['excel', 'programming language']",,,Business,Procurement,Strategic Sourcing,3y,True,False,True
2535,Solution Enterprise Architect,JUST EXPERTS GmbH,Düsseldorf,['Feste Anstellung'],"['german', 'english']","['management', 'communication']","['sql', 'python', 'powershell', 'compliance', 'cloud computing', 'azure', 'programming language', 'database']","['bachelor', 'master', 'degree']","['engineering', 'business']",IT,IT Management,Enterprise Architecture,,True,False,True
2536,Software Developer Interdisciplinary,PSI Technics GmbH,Winningen Mosel,['Feste Anstellung'],"['german', 'english']",,"['python', 'javascript', 'typescript', 'programming language']","['bachelor', 'diploma', ""master's""]","['computer science', 'business']",IT,Software Development,Full-Stack Development,,False,False,True
2537,Frontend Engineer B2B Saas Artificial Intelligence Startup,traide AI GmbH,Berlin,['Feste Anstellung'],,['management'],"['typescript', 'programming language', 'devops/mlops']","['bachelor', 'master', 'degree']","['engineering', 'computer science']",IT,Data & AI,"AI, LLM & NLP",5y,True,False,True
2538,It Specialist Area It System Integrator,BITS Data GmbH & Co. KG,Neuruppin,['Feste Anstellung'],['german'],"['organized', 'communication']","['windows server', 'active directory', 'ms office']",,,Engineering,Electrical Engineering,Electrical Engineering,,True,False,True
2539,Structures Development Certification Engineer,Volocopter GmbH,Bruchsal,['Feste Anstellung'],['english'],"['communicates', 'analytical', 'communication']",[],"['certification', 'degree']","['engineering', 'technical']",Engineering,Civil & Structural,Civil & Structural,5y,False,False,True
2540,Electrical Engineer Electronics Technician Product Development B Prof Technology,AS LED Lighting GmbH,Penzberg,['Feste Anstellung'],,"['team player', 'management']",['ms office'],,,Engineering,Electrical Engineering,Electrical Engineering,,True,False,True
2541,Product Designer,Talend Germany GmbH,"53 Bonn, Germany",['Feste Anstellung'],"['french', 'english']","['team player', 'collaboration']",['data engineering'],['degree'],"['engineering', 'business']",IT,Software Development,Game Development,,False,False,True
2542,Product Manager Internal Solutions,Green Fusion GmbH,Berlin,['Feste Anstellung'],,['management'],['scrum'],,,Business,Procurement,Vendor Management,,True,False,True
2543,Scrum Master,Utimaco GmbH,Aachen,['Feste Anstellung'],,"['time management', 'management', 'collaboration']",['scrum'],"['bachelor', 'master', 'degree']",['computer science'],IT,IT Management,Product & Project Management,,False,False,True
2544,Scrum Master,Utimaco GmbH,Aachen,['Feste Anstellung'],,"['time management', 'management', 'collaboration']",['scrum'],"['bachelor', 'master', 'degree']",['computer science'],IT,IT Management,Product & Project Management,,False,False,True
2545,Controller ,RENK Group AG,Augsburg,['Feste Anstellung'],,"['management', 'initiative']","['tableau', 'qlik', 'data foundation', 'bi tools', 'data warehouse']",,,Logistics & Supply Chain,Procurement & Planning,Procurement & Planning,,False,False,True
2546,Database Developer Oracle Apex Developer,EMANO DEVELOPMENT GmbH,Schrobenhausen,['Feste Anstellung'],,['management'],"['javascript', 'css', 'programming language', 'data engineering', 'database']",['degree'],['computer science'],IT,Software Development,Backend Development,,False,False,True
2547,Process Engineer,Menger Engineering GmbH,"Leipzig, Germany",['Feste Anstellung'],,,[],,,Engineering,Chemical & Process,Chemical & Process,,False,False,True
2548,Product Manager Product Owner - Hardware,Utimaco GmbH,Aachen,['Feste Anstellung'],['english'],"['communication', 'initiative']",[],,,Business,Procurement,Vendor Management,,False,False,True
2549,Consultant Digital Transformation,transentis management consulting GmbH & Co. KG,Geisbergstr. 9 Berlin,['Feste Anstellung'],"['german', 'english']","['analytical', 'initiative']","['scrum', 'jira']",['degree'],"['engineering', 'computer science', 'business']",IT,IT Support,ERP & Business Systems,,True,False,True
2550,Training Specialist Event Technology,laserfabrik GmbH,Hürth,"['Ausbildung', 'Studium']",,,[],,,Customer Service,Client Relations,Client Relations,18y,False,False,True
2551,Cobol Developer Online Applications,Software AG,Darmstadt,['Feste Anstellung'],,"['analytical', 'communication']","['r', 'programming language', 'database']",,,IT,Software Development,Frontend Development,7y,True,False,True
2552,Devops Engineer,SMART DATA Deutschland GmbH,"Darmstadt, Deutschland",['Feste Anstellung'],"['german', 'english']",['communication'],"['azure', 'terraform', 'kubernetes', 'ci/cd', 'programming language', 'devops/mlops', 'iac', 'database']",,,IT,DevOps & Cloud,DevOps Engineering,,True,False,True
2553,It System Engineer Msp - Wiesbaden,Topmedia Data Concepts GmbH,"Wiesbaden, Deutschland",['Feste Anstellung'],,,[],,,Engineering,Industrial & Systems,Industrial & Systems,,True,False,True
2554,Regional Sales Manager,Consultix GmbH,Bremen,['Feste Anstellung'],['english'],['management'],['project management'],,,Business,Sales & Marketing,Digital Marketing,3y,False,False,True
2555,Software Engineer - Backend Cloud,Veli,Munich,['Feste Anstellung'],['english'],['communication'],"['python', 'docker', 'kafka', 'spark', 'prometheus', 'grafana', 'linux', 'iot', 'containerization', 'azure', 'programming language', 'data pipeline tool', 'big data tool']",,,IT,Software Development,Full-Stack Development,1y,False,False,True
2556,Bi Consultant,econio GmbH,"Frankfurt, Germany",['Feste Anstellung'],['german'],"['analytical', 'communication']","['excel', 'programming language', 'bi tools']",['degree'],"['economic', 'engineering']",IT,Data & AI,BI,5y,True,False,True
2557,Operations Manager,EcoPlanet Green Operations GmbH,München,['Feste Anstellung'],"['german', 'english']","['time management', 'management', 'communication', 'attention to detail']",[],,,Business,Administration & Legal,Legal & Compliance,,True,False,True
2558,Solution Architect ,concellens GmbH,Potsdam,['Feste Anstellung'],"['german', 'english']",,"['sap', 'ms office']",,,IT,IT Management,Enterprise Architecture,4y,True,False,True
2559,Solution Architect ,concellens GmbH,Potsdam,['Feste Anstellung'],"['german', 'english']",,"['sap', 'ms office']",,,IT,IT Management,Enterprise Architecture,4y,True,False,True
2560,Electrical Engineer,Menger Engineering GmbH,"Leipzig, Germany",['Feste Anstellung'],,,[],['master'],['engineering'],Engineering,Electrical Engineering,Electrical Engineering,,False,False,True
2561,Intern Artificial Intelligence Management Consulting,Celonis SE,München,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['analytical', 'management', 'communication']","['sql', 'programming language', 'database']",,,IT,Data & AI,Data Analysis,,True,True,False
2562,Software Architect,Utimaco GmbH,Düsseldorf,['Feste Anstellung'],,['management'],"['java', 'docker', 'kubernetes', 'spring boot', 'linux', 'jenkins', 'jira', 'sql', 'azure', 'hybrid/multi cloud', 'containerization', 'programming language', 'devops/mlops', 'database']",,,IT,IT Management,Enterprise Architecture,5y,False,False,True
2563,Sap Analytics Cloud Consultant,BIG.Cube GmbH,"München, Deutschland",['Feste Anstellung'],['german'],,"['cloud', 'sap']",,,IT,DevOps & Cloud,Cloud Engineering,,True,False,True
2564,Game Designer,Iteration One GmbH,"Karlsruhe, Germany",['Feste Anstellung'],"['german', 'english']","['communicates', 'attention to detail']",['programming language'],,,IT,Software Development,Game Development,,True,False,True
2565,Business Informatics Training It Specialist Application Development,scholz.msconsulting GmbH,"Krefeld, Deutschland","['Ausbildung', 'Studium']",,,[],,,Customer Service,Client Relations,Client Relations,,False,False,True
2566,Full Stack Game Developer Series-B Edtech Startup,Edurino GmbH,München,['Feste Anstellung'],['english'],['communication'],['cloud computing'],,,IT,Software Development,Game Development,5y,False,False,True
2567,Software Engineer - Backend,Helsing GmbH,München,['Feste Anstellung'],['english'],['communicates'],"['rust', 'java', 'go', 'python', 'docker', 'azure', 'aws', 'prometheus', 'grafana', 'sql', 'cloud computing', 'containerization', 'programming language', 'database']",,,IT,Software Development,Full-Stack Development,,False,False,True
2568,Backend Developer,FAAREN GmbH,Würzburg,['Feste Anstellung'],,['management'],"['mysql', 'aws', 'php', 'laravel', 'javascript', 'typescript', 'containerization', 'ci/cd', 'programming language', 'database']",,,IT,Software Development,Backend Development,,True,False,True
2569,Logistics Lateral Entry Commercial Area,gaetan-data GmbH,Schkeuditz,['Feste Anstellung'],['german'],,[],,,Business,Procurement,Supply Chain,,False,False,True
2570,Power Platform Developer,pragmatic development GmbH,Hamburg,['Feste Anstellung'],,,['exchange'],,,Engineering,Electrical Engineering,Electrical Engineering,,True,True,True
2571,Power Platform Developer,pragmatic development GmbH,Paderborn,['Feste Anstellung'],,,['exchange'],,,Engineering,Electrical Engineering,Electrical Engineering,,True,True,True
2572,Software Engineer Android,Cubic Transportation Systems (Deutschland) GmbH,Hamburg,['Feste Anstellung'],"['german', 'english']","['attention to detail', 'communication', 'initiative']","['java', 'scrum', 'programming language']",['degree'],"['engineering', 'technical', 'computer science', 'business']",IT,Software Development,Full-Stack Development,,False,False,True
2573,Customer Enablement Manager,BuildingMinds GmbH,Berlin,['Feste Anstellung'],"['german', 'english']",['communication'],[],,,Business,Procurement,Vendor Management,5y,True,False,True
2574,Tiktok Shop Manager,JOLI BERLIN GmbH,London,['Feste Anstellung'],,"['organized', 'analytical', 'management']",[],,,Business,Procurement,Vendor Management,,True,False,True
2575,Logistics Cross -Entry Handling,gaetan-data GmbH,Schkeuditz,['Berufseinstieg/Trainee'],['german'],,[],,,Business,Procurement,Supply Chain,,False,False,True
2576,Artificial Intelligence Client Executive,ML6,"Berlin, Germany",['Feste Anstellung'],"['german', 'dutch', 'english']","['problem solving', 'analytical', 'communication']",['ai'],['degree'],['business'],IT,Data & AI,"AI, LLM & NLP",5y,False,False,True
2577,Offer Consultant Sap Bi Wanted Cobicon,cobicon GmbH,"Hans-Bunte-Straße 8-10, 69123 Heidelberg, Germany",['Feste Anstellung'],,,['sap'],,,IT,Data & AI,BI,,False,False,True
2578,Full-Stack Web Developer,Bowbridge Software GmbH,München,['Feste Anstellung'],,"['team player', 'analytical', 'communication', 'attention to detail']","['java', 'python', 'typescript', 'mysql', 'mongodb', 'programming language', 'database']",,,IT,Software Development,Frontend Development,,False,False,True
2579,Scientific Consultant,analyze & realize GmbH,"Berlin, Germany",['Feste Anstellung'],['english'],['initiative'],[],['degree'],['business'],Education,University & Research,University & Research,5y,True,False,True
2580,New Ventures Strategy Manager -,Omio Travel GmbH,"Berlin, Germany",['Feste Anstellung'],,"['communication', 'initiative', 'management', 'adaptability', 'analytical']","['excel', 'sql', 'looker', 'tableau', 'programming language', 'bi tools', 'database']",,,Business,Sales & Marketing,Digital Marketing,5y,False,False,True
2581,Qa Services Support Manager,DFE Pharma GmbH & Co. KG,Goch,['Feste Anstellung'],"['german', 'dutch', 'english']",['communication'],[],,,Customer Service,Client Relations,Client Relations,5y,True,False,True
2582,Software Architect Platform Services,TeamViewer Germany GmbH,Stuttgart,['Feste Anstellung'],"['german', 'english']","['communication', 'management', 'collaboration', 'team player', 'analytical']","['sql', 'cassandra', 'azure', 'aws', 'kubernetes', 'containerization', 'programming language', 'database']",['degree'],"['engineering', 'technical', 'computer science', 'business']",IT,QA & Testing,Automation Testing,7y,True,False,True
2583,Performance Marketing Manager,Cozero GmbH,Berlin,['Feste Anstellung'],,"['collaboration', 'communication']",['hubspot'],,,Business,Sales & Marketing,Digital Marketing,4y,True,False,True
2584,Graduates Computer Science,Data Assessment Solutions GmbH,Hanover,['Feste Anstellung'],"['german', 'english']",,[],['degree'],"['economic', 'computer science']",IT,Software Development,Full-Stack Development,,False,False,True
2585,Marketing Automation Developer,advalyze GmbH,"Weißensee, Berlin, Deutschland",['Feste Anstellung'],"['german', 'english']","['time management', 'analytical', 'management', 'creativity']","['tableau', 'power bi', 'bi tools']",,,IT,Software Development,Frontend Development,,True,False,True
2586,System Software Developer,SmartRay GmbH,Wolfratshausen,['Feste Anstellung'],"['german', 'english']",,"['sql', 'postgresql', 'r', 'javascript', 'typescript', 'graphql', 'programming language']","['bachelor', 'degree']","['engineering', 'computer science']",IT,Software Development,Full-Stack Development,,False,False,True
2587,Branch Management Area Promoted Adult Education,gaetan-data GmbH,Frankfurt,['Feste Anstellung'],,,[],,,Public Sector & Non-Profit,Education & Research,Education & Research,,False,False,True
2588,Advertising Manager - Amazon Possible Full -Time,Movesell GmbH,Kiel,['Feste Anstellung'],"['german', 'english']",,"['excel', 'looker', 'bi tools']",,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2589,Technical System Planner,DCI Data Center Intelligence GmbH,Gebhardshain,['Feste Anstellung'],,['communication'],[],,,Engineering,Electrical Engineering,Electrical Engineering,,True,False,True
2590,Backend Engineer Anti-Abuse,SoundCloud Ltd.,Berlin,['Feste Anstellung'],,"['team player', 'communicates']","['scala', 'cloud computing', 'programming language']",,,IT,Software Development,Backend Development,,True,False,True
2591,Hotel Partner Manager,Freedreams GmbH,Kleve,['Feste Anstellung'],"['german', 'english']",['communication'],[],,,Hospitality & Tourism,Hotel & Restaurant,Hotel & Restaurant,3y,True,False,True
2592,Site Reliability Engineer,TeamViewer Germany GmbH,Karlsruhe,"['Studentenjobs', 'Werkstudent']",['english'],,"['azure', 'aws', 'gcp', 'cloud computing', 'ci/cd', 'devops/mlops', 'iac']",,,IT,DevOps & Cloud,DevOps Engineering,,True,True,False
2593,Performance Marketing Manager -,Xentral ERP Software GmbH,Berlin,['Feste Anstellung'],['german'],['analytical'],[],,,Business,Sales & Marketing,Digital Marketing,2y,True,False,True
2594,Receptionist,REALDATA GmbH Steuerberatungsgesellschaft,Recklinghausen Westfalen,['Feste Anstellung'],,['communication'],[],,,Hospitality & Tourism,Hotel & Restaurant,Hotel & Restaurant,,False,True,True
2595,Project Manager Calculator - Track Construction,H. Klostermann Baugesellschaft mbH,Hamm Westfalen,['Feste Anstellung'],['english'],"['team player', 'management']",['project management'],['degree'],"['economic', 'business']",Engineering,Civil & Structural,Civil & Structural,5y,False,False,True
2596,Account Manager - Roof,Vanilla Steel GmbH,"Berlin, Germany","['Studentenjobs', 'Werkstudent']",['german'],,"['php', 'javascript', 'programming language']",,,Business,Sales & Marketing,Sales,,True,True,False
2597,Product Marketing Manager,AllUnity GmbH,Frankfurt am Main,['Feste Anstellung'],['english'],"['team player', 'communicates', 'adaptability', 'initiative']",['excel'],['degree'],"['engineering', 'technical', 'business']",Business,Sales & Marketing,Digital Marketing,2y,False,False,True
2598,Full-Stack Builder Founding Engineer,Dach für Dach GmbH,Berlin,['Feste Anstellung'],"['german', 'english']",['analytical'],['full-stack'],['degree'],"['engineering', 'technical']",Engineering,Civil & Structural,Civil & Structural,,True,False,True
2600,Project Manager Calculator - Engineering,H. Klostermann Baugesellschaft mbH,Hamm Westfalen,['Feste Anstellung'],"['german', 'english']","['team player', 'management', 'communication']",['project management'],"[""master's"", 'degree']",['business'],Engineering,Civil & Structural,Civil & Structural,,False,False,True
2601,Business Development Manager,Alira Health GmbH,München,['Feste Anstellung'],['english'],['communication'],[],,,Business,Sales & Marketing,Sales,,True,False,True
2602,Ruby Developer,United Signals GmbH,"Frankfurt, Germany",['Feste Anstellung'],['english'],,['laravel'],,,IT,Software Development,Backend Development,,True,False,True
2603,Sap Consultant Manufacturing,DHC Verwaltungs-GmbH,"Saarbrücken, Deutschland",['Feste Anstellung'],"['german', 'english']",['communication'],['excel'],"['bachelor', 'master']",['business'],IT,IT Support,ERP & Business Systems,,True,True,False
2604,Office Event Management,AllUnity GmbH,Frankfurt am Main,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['management', 'communication']",['cloud computing'],,,IT,Data & AI,Data Analysis,3y,False,True,False
2605,System Engineer - Datacenter,Sysfacts AG,Cologne,['Feste Anstellung'],['english'],"['analytical', 'communication']","['scrum', 'linux', 'opengl']",,,Engineering,Industrial & Systems,Industrial & Systems,8y,False,False,True
2606,Debt Collections Manager,Pliant GmbH,"Berlin, Germany",['Feste Anstellung'],"['german', 'english']","['team player', 'analytical', 'management', 'initiative']",[],"[""master's"", 'degree']","['economic', 'business']",Business,Finance,Wealth Management,,True,False,True
2607,Project Manager Spacerise Scheduler Iris2 Programme Office,SES Germany GmbH,Unterföhring,['Feste Anstellung'],,,[],,,Business,Finance,Wealth Management,,False,False,True
2608,Business Development Manager,DoDo Germany GmbH,Berlin,['Feste Anstellung'],"['german', 'english']","['team player', 'communication', 'attention to detail']","['ms office', 'word', 'excel', 'outlook']","['bachelor', 'degree']",['business'],Business,Sales & Marketing,Sales,,True,False,True
2609,Software Quality Engineer,NEXT Data Service AG,Berlin,['Feste Anstellung'],"['german', 'english']",,"['java', 'spring boot', 'postgresql', 'docker', 'containerization', 'ci/cd', 'aws', 'programming language']",,,Engineering,Industrial & Systems,Industrial & Systems,5y,False,False,True
