title,company,location,job_type,employment_type,description,requirements
Senior Fullstack Software Engineer (m/w/d),Steadforce GmbH,München,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Über unsSteadforce kreiert ganzheitliche, skalierbare und unternehmenstaugliche digitale Plattformen, um den größten Nutzen aus den Kundendaten zu ziehen.Mit über 100 Expertinnen und Experten lösen wir die komplexesten Herausforderungen.Steadforce realisiert alle Kundenvisionen auf hohem fachlichen Niveau. Wir arbeiten methodisch, mit Liebe zum Detail und großer Begeisterung für alles, was wir tun. Wir begleiten unsere Kunden durch ihre Data Value Chain, die Folgendes umfasst:• Datenbedarf identifizieren und vorhandene Daten überprüfen• Daten, Dienste und Geräte in Echtzeit verbinden• Daten analysieren, Vorhersagen treffen, datengestützt entscheiden• Automatisierung von Workflows, Anwendungen und ProzessenVon Co-Creation über Dev und Ops bis hin zu Evolve ermöglicht unser holistisches Leistungsportfolio kontinuierliche Innovationen, durchgehendes Monitoring, schnelle Modernisierung und erfolgreiche Zusammenarbeit, bis die Geschäftsziele erreicht sind.Wir schaffen perfekt angepasste Lösungen für unsere Kunden. Namhafte Unternehmen profitieren von unserem Know-how.Erfahre mehr über uns unterwww.steadforce.com","• Du hast ein erfolgreich abgeschlossenes Studium der Informatik bzw. einer vergleichbaren Fachrichtung, aber wir sind auch engagierten Quereinsteiger /-innen aufgeschlossen.• Du hast mindestens 5 Berufserfahrung als Front- und Backend-Engineer.• Du bringst Know-How in Angular, Java, PostgreSQL und Docker mit.• Du sprichst fließend Deutsch und hast sehr gute Englischkenntnisse.• Mit Deinem Team teilst Du die Begeisterung für Technologien und entwickelst gemeinsam Lösungen aus den Kundenwünschen.• Trotz der Möglichkeit aus dem Homeoffice zu arbeiten, bist Du gerne regelmäßig vor Ort."
DEVOPS CLOUD ARCHITECT – AWS & AZURE (M/W/D),Woodmark Consulting AG,Bundesweit,Feste Anstellung,"Homeoffice möglich, Vollzeit","Die Woodmark Consulting AG gehört zu den führenden deutschen IT-Beratungsunternehmen für AI, Data & Analytics. Wir begeistern Menschen durch unsere Leidenschaft für Daten & Innovation. Das Leben unserer Werte Respekt, Offenheit, Vertrauen und Fürsorge sorgt für eine ausgezeichnete Unternehmenskultur und ist die Basis unseres Erfolgs. Nutze auch du deine Leidenschaft für Daten & Innovation und erschließe mit uns deren Potential. So schaffen wir gemeinsam einen Mehrwert für Kunden, Gesellschaft und Umwelt.","Das hast du auf LagerProjekterfahrung:Du hast mindestens fünf Jahre nachweisbare Expertise in der Entwicklung und produktiven Einsatz von Cloud-Architekturen und der Implementierung von Lösungen auf Basis von Amazon Web Services (AWS).Expertise ist selbstverständlich:). Du verfügst übtiefgreifende Kenntnisse auf professionellem Niveau in der Verwendung von AWS & AZURE Services wie EC2, S3, RDS, Lambda, ECS/EKS, CloudFormation, CloudWatch, Virtual Machines, Azure Storage, Azure SQL Database, Azure Functions, Azure Kubernetes Service (AKS), ARM Templates/Bicep, Azure Monitor, etc…nachgewiesene Erfahrung auf fortgeschrittenem Niveau in der Entwicklung von DevOps-Strategien und -Praktiken, einschließlich Continuous Integration, Continuous Deployment und Continuous Deliveryausgeprägte Kenntnisse auf professionellem Niveau im Bereich Infrastructure-as-Code (IaC) wie z.B. mit CloudFormation oder Terraform und Automatisierungstools (z.B. Ansible)Erfahrung auf fortgeschrittenem Niveau in der Programmierung mit Skriptsprachen wie Python, PowerShell oder Bashumfangreiche Kenntnisse auf professionellem Niveau in der Verwendung von Containerisierung in AWS-Umgebungenumfassende Software Entwicklungskenntnisse in Python und JavaScript/TypeScript oder einer vergleichbaren Programmierspracheweiterführende Kenntnisse in der Teamführung von heterogenen Entwicklungsteams mit Kundenbeteiligungmehrjährige Erfahrung in der Anwendung agiler Methoden wie Kanban, Scrum, SAFe, less oder vergleichbarStakeholderorientiertes Denken bringt uns weiterSupport the Making-of-a-Star:e nachweisbare Expertise in der Entwicklung und produktiven Einsatz von Cloud-Architekturen und der Implementierung von Lösungen auf Basis von AmaGute Deutsch- und Englischkenntnisse:mazon Web Services (AWS). Du verfügst über : Du bist darin erfahren mit Stakeholdern auf verschiedenen Ebenen zusammen zu arbeiten. Es bereitet dir Freude, andere Woodmarker:innen mit deiner Erfahrung zu unterstützen, denn wir lieben die Vielfalt und du machst den Unterschied. Mit der deutschen Sprache und der englischen Dokumentation kommst du zurecht und bist dabei, wenn im Projekt auch mal Englisch gesprochen wird."
Analyst - Account Management Visa Direct,Visa Dienst Bonn GmbH & Co. KG Büro Frankfurt/Main,Frankfurt,Feste Anstellung,Vollzeit,"Visa is a world leader in payments and technology, with over 259 billion payments transactions flowing safely between consumers, merchants, financial institutions, and government entities in more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable, and secure payments network, enabling individuals, businesses, and economies to thrive while driven by a common purpose – to uplift everyone, everywhere by being the best way to pay and be paid.Make an impact with a purpose-driven industry leader. Join us today and experience Life at Visa.","Experience in another Customer Success/Account Management or equivalent role in a fintech, banking or payments environmentFluent in European languages is a"
Wissenschaftlicher Mitarbeiter – KI und Wissenschaftliches Arbeiten (w/m/d) Kennzahl: 31-2025,Hochschule Mittweida University Of Applied Sciences,Mittweida,Befristeter Vertrag,"Homeoffice möglich, Teilzeit","Die Hochschule Mittweida, University of Applied Sciences, ist mit rund 6.200 Studierenden eine der größten Hochschulen für Angewandte Wissenschaften in Sachsen. Sie hat sich mit ihrem Campus inmitten der Hochschulstadt Mittweida einen familiären Charakter bewahrt, der das Arbeiten, Forschen, Studieren und Leben attraktiv macht. Hightech, Kreativität, Weltoffenheit und das Engagement aller Hochschulangehörigen begegnen sich hier auf kurzen Wegen. Anwendungsnahes Lehren und Forschen in Technik, Naturwissenschaften, Informatik, Wirtschafts- und Medienwissenschaften sowie Sozialer Arbeit prägen das breite Profil der Hochschule. Beschäftigte und Studierende profitieren von zertifizierter Familienfreundlichkeit, gelebter Inklusion und vielfältigen Sport- und gesundheitsorientierten Angeboten.Zur Verstärkung unseres Teams im Studium Generale ist schnellstmöglich (frühestens zum 1.7.2025)**** im Institut für Kompetenz, Kommunikation und Sprachen (IKKS)/Projekt ABV ultra folgende Stelle als****Wissenschaftlicher Mitarbeiter – KI und Wissenschaftliches Arbeiten (w/m/d)Die Besetzung der Stelle steht unter dem Vorbehalt der Förderung durch den Freistaat Sachsen.Im Projekt „Ankommen – Befähigen – Vernetzen ULTRA. Studienerfolg von Frauen mit KI“ geht es um die Sicherung und Verbesserung des Studienerfolgs an der Hochschule Mittweida, mit besonderer Aufmerksamkeit auf den Studienerfolg von Frauen. Dabei wird in einem Teilprojekt ein Curricular Baustein zur KI-Kompetenz entwickelt. Hier werden Kurse zum Wissenschaftlichen Arbeiten mit KI, vom korrekten Bibliografieren über den sinnvollen und korrekten Einsatz von KI-Tools beim Wissenschaftlichen Schreiben bis hin zur kreativen Nutzung generativer AI entwickelt und durchgeführt. Durch die Zusammenarbeit mit der Hochschulbibliothek sollen diese Projektleistungen in die propädeutischen Angebote der gesamten Hochschule Eingang finden.","·abgeschlossenes wissenschaftliches Hochschulstudium / abgeschlossenes Hochschulstudium, zum Beispiel im geistes-, gesellschaftswissenschaftlichen, bibliothekarisch-informationswissenschaftlichem Bereich·starke kommunikative, nach Möglichkeit auch didaktische Fähigkeiten, analytisches Denkvermögen und ein hohes Maß an persönlichem Engagement·selbstständige, ergebnisorientierte Arbeitsweise, hohe Eigenständigkeit, Teamfähigkeit·gute Englischkenntnisse in Wort und Schrift·gute Kenntnisse der MS-Office-Produkte·gute Kenntnisse im Umgang mit – mindestens generativer – Künstlicher Intelligenz·Bereitschaft zur Weiterbildung"
Bilanzbuchhalter (m/w/d),Fusion Consulting (Germany) GmbH,"Dresden, Deutschland",Feste Anstellung,"Homeoffice möglich, Vollzeit","International, VielfältigMitgestaltenUnser Mandant ist die Fusion Consulting Germany GmbH, ein international agierendes Beratungsunternehmen mit insgesamt rund 400 Mitarbeitenden, die Kunden weltweit im Bereich der SAP S/4HANA-Implementierung und angrenzenden Technologien erfolgreich betreuen. Dabei verfolgt das Unternehmen einen klaren Branchenfokus auf „Life Sciences“. Im Mittelpunkt befindet sich stehts das Streben nach Synergien zwischen Menschen, Prozessen und Technologien, um so Lösungen mit langfristigen positiven Auswirkungen und damit einen nachhaltigen Erfolg zu schaffen.Das 5-köpfige Finance-Team am Dresdener Standort ist verantwortlich für die Finanz- und Bilanzbuchhaltung ausgewählter Tochtergesellschaften auf der ganzen Welt und sucht nun nach Verstärkung durch Dich, um mit den weltweiten Projekten mitwachsen zu können.– in Vollzeit – in Festanstellung – in Dresden – zum nächstmöglichen Zeitpunkt –","Du hast deine Ausbildung zum geprüften Bilanzbuchhalter (IHK) erfolgreich abgeschlossen.Du bringst mind. 5 Jahre Berufserfahrung und Erfahrung in der Buchhaltung mit, idealerweise im internationalen Umfeld.Du hast Erfahrung im Umgang mit Microsoft Dynamics 365 Business Central sowie Integrationserfahrung mit DATEV.Dich zeichnen ein hohes Zahlenverständnis und eine detaillierte Arbeitsweise sowie ausgeprägte Lösungsorientierung, Organisationstalent und eine starke Ergebnisorientierung aus.Mit vertraulichen Informationen gehst du sorgfältig und präzise um.Du bist teamfähig und belastbar.Dein Deutsch und Englisch sind mind. auf B2-Niveau, mit Bereitschaft zur Weiterentwicklung der Sprachkenntnisse."
Program Manager,Utimaco GmbH,"Aachen, Düsseldorf, bundesweit",Feste Anstellung,Vollzeit,"Security is becoming increasingly important to industries. Utimaco products have been protecting people from organized crime and terror as well as sensitive data from theft and abuse for over 35 years. To this end, Utimaco has developed hardware security modules and compliance solutions for telecommunications providers in the field of regulation. Utimaco is the global market leader in both segments. Utimaco stands for recognized product quality, userbility, excellent support and a market-driven offer, manufactured in Germany.The central goal of protecting people, data and ideas is the commitment of more than 200 people to Utimaco.","University degree in engineering, business, project management or related fieldA minimum of 3 years of experience in project management in the IT, Technology, and/or Security information systems industryPreferably you have a PMI / PRINCE 2 certification, a ITIL v3/v4 foundation certification and/or a SCRUM Master (LESS, SAFe etc.) certificationProficiency in project management softwares (e.g., MS Project, Asana, JIRA).You bring market knowledge of Information Security, Telecommunication, Payment industry and/or OEM (Mobile devices)Fluent written and spoken English"
"Quereinstieg zum IT-Berater im Produktmanagement (IHK) (m/w/d) - 100% remote, ohne Vorkenntnisse!",Hochschule Hannover Applied Sciences,Hannover,"Ausbildung, Studium","Homeoffice möglich, Vollzeit","Wer steckt hinter dem Franklin Institute of Applied Sciences?Wir erkennen Talente und schaffen für Menschen mit den unterschiedlichsten Hintergründen die Möglichkeit, eine stabile, sichere und erfolgreiche Karriere in der IT-Branche zu leben - Gefördert durch das Jobcenter / Agentur für Arbeit.Unsere Weiterbildungen und unser Karriereprogramm unterstützen unsere Teilnehmer dabei, ihre vorhandenen Fähigkeiten auszubauen und Ihre versteckten Potenziale aufzudecken.Wir glauben an die Kraft der Bildung und die positive, oft Lebens-verändernde Auswirkung, die sie auf uns haben kann. Sei ein Teil unserer Mission, Menschen dabei zu unterstützen, ihre Träume in der IT-Branche zu verwirklichen.","Dein Profil(93,7% )Persönliche :Technische Fähigkeiten:Stabiles InternetDeine VorteileKleine Gruppen für individuelle BetreuungFachlich und pädagogisch kompetente und erfahrene DozentenUnschlagbares Karriere - und Partnership ProgrammKommunikation auf AugenhöheDeine Zertifikate, die du während der Weiterbildung erhältstProduct Analytics Zertifikat der Product SchoolScrum Master Zertifikat der Scrum AllianceUser Research Zertifikat der Interaction Design FoundationProjektmanagement Zertifikat von Product PeopleProfessional Scrum Product OwnerTM I CertificationBusiness Model Innovation Zertifikat der Stanford UniversityAgile Leadership Zertifikat von MetagileApplied IT-Consulting Zertifikat von Product PeoplePraxis Projekt Portfolio"
Werkstudent:in (m/w/d) App-Entwicklung mit React Native,NEOCOSMO GmbH,Saarbrücken,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Du studierst Informatik, Medieninformatik oder ein verwandtes Fach und möchtest praktische Erfahrungen in einem innovativen Softwareunternehmen sammeln?DieNEOCOSMO GmbH, ansässig im Science Park der Universität des Saarlandes, ist ein wachsendes Team mit starkem Zusammenhalt und einer klaren Mission:Kommunikation, Zusammenarbeit und Lernen in Organisationen nachhaltig verbessern.Mit unserer preisgekrönten, cloudbasierten PlattformPIIPEgestalten wir digitale Arbeitsplätze für Unternehmen und öffentliche Einrichtungen.Zur Verstärkung unseres Entwicklerteams suchen wir ab sofort eine:n engagierte:nWerkstudent:in im Bereich App-Entwicklung mit React Native(20h/Woche) – und vielleicht genau dich!","Du bist aktuell in einem Studiengang wieInformatik, Medieninformatikoder etwas Ähnlichem eingeschrieben (Bachelor oder Master – beides ist willkommen).Du kannst dich aufEnglisch mindestens auf B1-Niveauverständigen – Deutschkenntnisse sind ein Plus, aber kein Muss.TypeScript/JavaScriptbeherrschst du sicher – du hast damit bereits mehrere Anwendungen oder Komponenten umgesetzt.Du hast bereits mitReactgearbeitet – oder alternativ mitAngularoderVue.jsund traust dir den Einstieg in React zu.Idealerweise hast du schon mitReact Nativeentwickelt oder bringst Grundkenntnisse in dermobilen App-EntwicklungTools wieGithast du im Griff – oder bist motiviert, dich schnell einzuarbeiten."
Director Experience Design (m/w/d),Forte Digital GmbH,"Berlin, Deutschland",Feste Anstellung,"Homeoffice möglich, Vollzeit","Forte Digital ist eine der schnellst wachsenden Digital Consultancies in der DACH-Region. Gegründet in Norwegen, bringen wir den skandinavischen Pragmatismus in der Digitalisierung zu den deutschsprachigen Kunden. Wir konzipieren und entwickeln digitale Services und Produkte. Dabei geben wir den digitalen Vorsprung, den Skandinavien hat, an unsere Kunden weiter. Mit über 350 Mitarbeitern an 8 Standorten arbeiten wir mit Kunden wie Audi, Apleona, Vaillant, Bauer Media Group, Charité Berlin, DRK Kliniken Berlin, Wort&Bild Verlag, Migros, MPREIS, Messe-Berlin zusammen. Unsere Kunden begeistern wir mit digitaler Exzellenz und marktführendem Know-how in den Bereichen Produkt- und Serviceentwicklung, Service Design, UX/UI Design, Plattformarchitektur sowie Data und AI. Im Zentrum steht für uns der kommerzielle Erfolg unserer Kunden: Wir heben das digitale Potential unserer Kunden. Zur Stärkung unseres Teams brauchen wir Kolleg*innen, die einen Unterschied machen – im Team, beim Kunden, in der Persönlichkeit. Du solltest Lust auf eine skandinavisch pragmatische, hochdynamische Arbeitsumgebung haben, die Chancen des Wachsens für Dich bietet. Du solltest in Berlin oder Hamburg ansässig sein, um Teil unseres Forte-Teams in Deutschland zu werden.","Der ideale Kandidat*in sollte Leidenschaft für Kundenerlebnisse, innovative Konzepte und Kundenarbeit haben, gepaart mit einer positiven Einstellung und der Fähigkeit, in einem schnelllebigen, multidimensionalen Umfeld erfolgreich zu agieren.Mindestens 10 Jahre Berufserfahrung in den Bereichen UX/UI, Digital Product Design oder einem verwandten Bereich, davon mindestens 5 Jahre in leitender Funktion.Abgeschlossenes Bachelorstudium in Design, Marketing, Kommunikation oder einem vergleichbaren Bereich; ein Masterabschluss ist von Vorteil.Hervorragende Führungs- und Teammanagementfähigkeiten, exzellente kommunikative und zwischenmenschliche Kompetenzen sowie erfolgreiche Umsetzung strategischer Initiativen für außergewöhnliche Kundenerfahrungen.Fundierte Kenntnisse in digitaler Transformation, datengetriebener Entscheidungsfindung und innovativen Technologien, vorzugsweise in der digitalen oder technologischen Branche.Analytische Fähigkeiten, um Daten und Metriken zur Unterstützung strategischer Entscheidungen zu nutzen, sowie die Fähigkeit, Erkenntnisse in umsetzbare Strategien zu übersetzen.Nachweisliche Innovationskraft und eine Leidenschaft für die Umsetzung zukunftsweisender Lösungen sowie relevanter Branchentrends.Fähigkeit, in einem schnelllebigen, komplexen Umfeld effektiv zuarbeiten und flexibel auf Herausforderungen zu reagieren."
"Quereinstieg zum IT-Berater im Produktmanagement (IHK) (m/w/d) - 100% remote, ohne Vorkenntnisse!",Hochschule Hannover Applied Sciences,Hannover,"Ausbildung, Studium","Homeoffice möglich, Vollzeit","Wer steckt hinter dem Franklin Institute of Applied Sciences?Wir erkennen Talente und schaffen für Menschen mit den unterschiedlichsten Hintergründen die Möglichkeit, eine stabile, sichere und erfolgreiche Karriere in der IT-Branche zu leben - Gefördert durch das Jobcenter / Agentur für Arbeit.Unsere Weiterbildungen und unser Karriereprogramm unterstützen unsere Teilnehmer dabei, ihre vorhandenen Fähigkeiten auszubauen und Ihre versteckten Potenziale aufzudecken.Wir glauben an die Kraft der Bildung und die positive, oft Lebens-verändernde Auswirkung, die sie auf uns haben kann. Sei ein Teil unserer Mission, Menschen dabei zu unterstützen, ihre Träume in der IT-Branche zu verwirklichen.","Dein Profil(93,7% )Persönliche :Technische Fähigkeiten:Stabiles InternetDeine VorteileKleine Gruppen für individuelle BetreuungFachlich und pädagogisch kompetente und erfahrene DozentenUnschlagbares Karriere - und Partnership ProgrammKommunikation auf AugenhöheDeine Zertifikate, die du während der Weiterbildung erhältstProduct Analytics Zertifikat der Product SchoolScrum Master Zertifikat der Scrum AllianceUser Research Zertifikat der Interaction Design FoundationProjektmanagement Zertifikat von Product PeopleProfessional Scrum Product OwnerTM I CertificationBusiness Model Innovation Zertifikat der Stanford UniversityAgile Leadership Zertifikat von MetagileApplied IT-Consulting Zertifikat von Product PeoplePraxis Projekt Portfolio"
Praktikant:in (m/w/d) Engagement Marketing,Sony Music Entertainment Germany GmbH,"Berlin, Deutschland",Praktikum,"Homeoffice möglich, Vollzeit","Du konzipierst und arbeitest mit allen Abteilungen und Labels von Sony Music an gemeinsamen Fan-Aktivierungen (z.B. Gewinnspiele, Pre-Saves, Gamification, …) für Künstler:innen.Du prüfst genreübergreifend Artist-Kampagnen auf Funktionalität, Verständlichkeit, Design und formale Richtigkeit.Du planst und koordinierst, textest, layoutest und verschickst Künstler:innen- und markenbezogene Newsletter.Du supportest in der Fandom-Recherche, -Brainstormings & unterstützt Superfans bei der Verwaltung von Discord-Servern.Du erstellst interne Reportings zu CRM-Maßnahmen.Du analysierst vergangene Kampagnen und leitest Handlungsempfehlungen ab","Du bist ein Kreativkopf und liebst coole Fan-Aktivierungen? BeyHive, Stylers oder JARMY - Newsletter, WhatsApp oder Discord - du hast das Gespür wie man Superfans erreicht? Und du weißt: Es reicht nicht, alle Daten zu haben, man muss auch etwas mit ihnen anfangen können? Dann suchen wir dich als neues Team-Member für Fan Engagement und CRM in der Abteilung Data & StrategyMit Microsoft365 kennst du dich aus. Und hast keine Angst vor neuen Tools.Discord und Fan Communities sind keine Fremdwörter für dich.Dein Englisch und Deutsch können sich hören lassen.Du denkst analytisch und arbeitest strukturiert.Du hast Spaß daran, überraschende und kreative Lösungen zu finden.Du bist analysestark und kannst mit Daten umgehen"
Werkstudent:in (m/w/d) App-Entwicklung mit React Native,NEOCOSMO GmbH,Saarbrücken,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Du studierst Informatik, Medieninformatik oder ein verwandtes Fach und möchtest praktische Erfahrungen in einem innovativen Softwareunternehmen sammeln?DieNEOCOSMO GmbH, ansässig im Science Park der Universität des Saarlandes, ist ein wachsendes Team mit starkem Zusammenhalt und einer klaren Mission:Kommunikation, Zusammenarbeit und Lernen in Organisationen nachhaltig verbessern.Mit unserer preisgekrönten, cloudbasierten PlattformPIIPEgestalten wir digitale Arbeitsplätze für Unternehmen und öffentliche Einrichtungen.Zur Verstärkung unseres Entwicklerteams suchen wir ab sofort eine:n engagierte:nWerkstudent:in im Bereich App-Entwicklung mit React Native(20h/Woche) – und vielleicht genau dich!","Du bist aktuell in einem Studiengang wieInformatik, Medieninformatikoder etwas Ähnlichem eingeschrieben (Bachelor oder Master – beides ist willkommen).Du kannst dich aufEnglisch mindestens auf B1-Niveauverständigen – Deutschkenntnisse sind ein Plus, aber kein Muss.TypeScript/JavaScriptbeherrschst du sicher – du hast damit bereits mehrere Anwendungen oder Komponenten umgesetzt.Du hast bereits mitReactgearbeitet – oder alternativ mitAngularoderVue.jsund traust dir den Einstieg in React zu.Idealerweise hast du schon mitReact Nativeentwickelt oder bringst Grundkenntnisse in dermobilen App-EntwicklungTools wieGithast du im Griff – oder bist motiviert, dich schnell einzuarbeiten."
Quereinsteiger gesucht: Dein neuer Job als IT-Salesmanager & CRM Spezialist (IHK) (m/w/d),Hochschule Hannover Applied Sciences,Hannover,Feste Anstellung,Vollzeit,"Wer steckt hinter dem Franklin Institute of Applied Sciences?Wir erkennen Talente und schaffen für Menschen mit den unterschiedlichsten Hintergründen die Möglichkeit, eine stabile, sichere und erfolgreiche Karriere in der IT-Branche zu leben - Gefördert durch das Jobcenter / Agentur für Arbeit.Unsere Weiterbildungen und unser Karriereprogramm unterstützen unsere Teilnehmer dabei, ihre vorhandenen Fähigkeiten auszubauen und Ihre versteckten Potenziale aufzudecken.Wir glauben an die Kraft der Bildung und die positive, oft Lebens-verändernde Auswirkung, die sie auf uns haben kann. Sei ein Teil unserer Mission, Menschen dabei zu unterstützen, ihre Träume in der IT-Branche zu verwirklichen.","Dein ProfilundJobvermittlung(% Vermittlungsquote)Persönliche Fähigkeiten:Deutsch auf B1 NiveauMotivation und Interesse an Wirtschaft & IT (nicht notwendig)Lernbereitschaft und SelbstdisziplinTechnischePC-KenntnisseStabiles InternetDeine VorteileKleine Gruppen für individuelle BetreuungFachlich und pädagogisch kompetente und erfahrene DozentenUnschlagbares Karriere - und Partnership ProgrammKommunikation auf AugenhöheDeine Zertifikate, die du während der Weiterbildung erhältstInbound Sales der Hubspot AcademyHubspot Sales Hub Software der Hubspot AcademyNLP Basics von DVNLPDesign Thinking Franklin IASSalesforce Certified Associate (Trailhead)Abschlusszertifikat Franklin"
Marketing Manager,eNote GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","Enote is revolutionizing the sheet music experience by blending cutting-edge AI with musicological expertise to create a new standard for classical musicians. Our app, available onwww.enote.comand the App Store, offers a professional library of classical scores with innovative features to enhance study, practice, and performance.As part of our mission, we're looking for a Marketing Manager to drive Enote's presence across digital, social, and user-engagement channels, reaching both professional and amateur musicians worldwide. This position will work closely with the CEO, Co-Founders, and our dedicated musicology and tech teams to fulfill our marketing strategy.","Language Skills: Fluent/native-level English (both written and spoken).Marketing Experience: 2-3 years of professional experience in marketing, especially digital.Social Media Savvy: Hands-on experience managing platforms like Facebook, Instagram, TikTok, YouTube, and more.Content Creation: Strong writing and visual content skills.Independence: Ability to work autonomously and meet deadlines reliably.Music Knowledge: Clear understanding of classical music and musicians' needs, from amateur to professional levels.Market Insight: Experience tailoring marketing strategies for US, UK, or European audiences.Organized and Driven: Strong planning skills and a proactive attitude.What will be a bonusGrowth, Performance, or Product Marketing experience.Technical Skills: Intermediate knowledge of HTML & CSS.Platform Familiarity: Experience with Braze or similar CRM systems.Viral Marketing: Experience with unique campaigns like flash mobs or events.Languages: Fluent German or any additional languages.Classical Training: Background in classical music, particularly in playing the piano."
Informationssicherheitsbeauftragte:r (m/w/d),finAPI GmbH,"Schwabing-Freimann, München, Deutschland",Feste Anstellung,"Homeoffice möglich, Vollzeit","Du interessierst Dich für Informationssicherheit, Datenschutz und Regulierung? Willkommen beim Fintech finAPI.Über finAPIsicher bleiben – mit Weitblick, Verantwortungsbewusstsein und direktem Einfluss auf zentrale Entscheidungen. Bei uns gestaltest Du Informationssicherheit aktiv mit. Bei finAPI gestalten wir die Zukunft von Open Banking und Open Finance in Europa – und Du kannst Teil davon werden! Als eines der führenden Unternehmen in diesem Bereich entwickeln wir innovative Softwarelösungen in den Bereichen Open Banking, Data Intelligence, KYC und Payment. Unsere Produkte ermöglichen nicht nur die Aggregation und Analyse von FinaKlingt spannend? Dann werde Teil unseres Teams!Finanzdaten, sondern schaffen echte Mehrwerte für Unternehmen: von automatisierten Bonitätsprüfungen über digitale Zahlungsabwicklun ngen bis hin zu Prozessen zur Identitätsprüfung bieten wir intelligente Lösungen für Unternehmen unterschiedlichster Branchen. Mit über 350 Kunden – von Banken und Fintechs bis hin zu E-Commerce, Versicherungen und Softwareunternehmen – treiben wir Innovationen in Europa voran und setzen neue Standards im Open Finance. Bewirb Dich jetzt und gestalte mit uns die Zukunft von Open Finance. Gemeinsam setzen wir neue Maßstäbe in der digitalen Finanzwelt. Wir freuen uns darauf, von Dir zu hören","Dein ProfilBerufserfahrungQualifikationKenntnisseArbeitsweiseKommunikationsstärkeVerantwortung und TeamgeistInformationssicherheit, Datenschutz und Regulatorik"
Quality Assurance Internship (f/m/d),Planet A Foods GmbH,München,Praktikum,Teilzeit,"Do you want to make a delicious difference?As our Quality Assurance Intern you will support the Quality team by maintaining and auditing documentation across functions, screening and identifying gaps in supplier records, and assisting in risk evaluation to uphold quality standards.Maintaining Documentations Across Functions:Assist in organising and updating documentation related to quality processesCollaborate with cross-functional teams to ensure accurate and up-to-date recordsAudit Preparations:Support the Quality team in preparing for audits by organising necessary documentationParticipate in mock audits to identify areas for improvementScreening Documentations from Raw Material Suppliers:Review and assess documentation received from raw material suppliersEnsure that supplier documentation meets the required quality standardsIdentifying Missing Documentations from Suppliers:Work closely with suppliers to identify and rectify missing documentationImplement processes to proactively address documentation gapsAssisting Quality Team in Risk Evaluation:Collaborate with the Quality team to evaluate risks based on the Hazard Analysis and Critical Control Points (HACCP) planContribute to the development of strategies to mitigate identified risks","Preferably pursuing a Bachelor's degree in Food Technology, Supply Chain, Industrial Technology, or a related fieldProficient in managing and organising documentation, ideally your are familiar with HACCP standardsAbility and willingness to travel to Pilsen, Czech Republic, without inconvenienceBasic understanding of data analytics and the ability to apply insights effectivelyFluent in English; proficiency in Czech is a plus but not mandatory"
Werkstudierende für den Bereich Compliance (m/w/d),Securepoint GmbH,Support/Lüneburg,"Ausbildung, Studium",Teilzeit,"Unser Compliance-Team sorgt dafür, dass gesetzliche Vorgaben und ethische Grundsätze eigehalten werden - und schafft damit die Grundlage für verantwortungsvolles, unternehmerisches Handeln. Zur Unterstützung unseres Teams im Bereich Compliance suchen wir studentische Unterstützung. Du möchtest dein Wissen gezielt im Bereich Compliance anwenden und weiterentwickeln? Dann bist Du bei uns richtig!Securepoint steht für IT-Sicherheit auf allerhöchstem Niveau: Mehr als 120.000 Unternehmen in Deutschland und dem europäischen Ausland schützen ihre Netzwerke mit unseren Produkten vor Cyber-Attacken und Spionage. Hierfür bieten wir eigene Produkte von UTM-Firewalls über Antivirensoftware bis zu Mobile Security für Smartphones und Tablets. Verschlüsselte Backups, umfangreiche E-Mail-Archivierung und Cybersecurity-Trainings für Unternehmen ergänzen das Portfolio im Bereich Data Protection. Wir entwickeln und programmieren unsere IT-Security-Produkte selbst und in Kooperation mit deutschen Hardware-Anbietern. So sind unsere Sicherheitslösungen garantiert frei von Backdoors und entsprechen allen EU-Datenschutzstandards.Die Securepoint GmbH ist in Europa zu einem führenden deutschen Hersteller von IT-Sicherheitsprodukten avanciert. Dafür arbeiten wir allein im deutschsprachigen Raum eng mit über 4.800 Systemhäusern und Anbietern von Managed Security-Services zusammen.",Deine analytischen Fähigkeiten und Deine sorgfältige und strukturierte Arbeitsweise zeichnen dich ebenso aus wie Deine Kommunikationsstärke.Du befindest dich in einem Studium mit wirtschaftlichem oder rechtlichem Bezug und möchtest dein Interesse an Compliance-Themen vertiefen.
