title,company,location,job_type,employment_type,description,requirements
Manufacturing Manager (f/m/d),KLA-Tencor MIE GmbH,Weilburg,Feste Anstellung,Vollzeit,"KLA is a global leader in diversified electronics for the semiconductor manufacturing ecosystem. Virtually every electronic device in the world is produced using our technologies. No laptop, smartphone, wearable device, voice-controlled gadget, flexible screen, VR device or smart car would have made it into your hands without us. KLA invents systems and solutions for the manufacturing of wafers and reticles, integrated circuits, packaging, printed circuit boards and flat panel displays. The innovative ideas and devices that are advancing humanity all begin with inspiration, research and development. KLA focuses more than average on innovation and we invest 15% of sales back into R&D. Our expert teams of physicists, engineers, data scientists and problem-solvers work together with the world’s leading technology providers to accelerate the delivery of tomorrow’s electronic devices. Life here is exciting and our teams thrive on tackling really hard problems. There is never a dull moment with us.","Abgeschlossenes Studium in einer technischen Fachrichtung (z. B. Elektrotechnik, Mikrosystemtechnik, Physikalische Technik) oder eine vergleichbare QualifikationMindestens 5 Jahre Berufserfahrung in einem produktionsnahen Umfeld, idealerweise in der Endmontage komplexer SystemeAusgeprägte Kommunikationsstärke, hohe Eigenmotivation sowie eine selbstständige und durchsetzungsstarke ArbeitsweiseHohes Maß an Problemlösungskompetenz und EntscheidungsfreudeBelastbarkeit, Zielorientierung und ein strukturierter Arbeitsstil – auch unter ZeitdruckSchnelle Auffassungsgabe und hohe Flexibilität im Umgang mit wechselnden AnforderungenSicherer Umgang mit firmenspezifischer PLC und Quality Software, SAP sowie den gängigen MS Office-AnwendungenSehr gute Deutsch- und Englischkenntnisse in Wort und Schrift"
Werkstudent (m/w/d) im Bereich People & Culture - Fokus HR-Prozesse & Digitalisierung,:em engineering methods AG,Darmstadt,"Studentenjobs, Werkstudent",Teilzeit,"Die :em AG entwickelt innovative Methoden und Softwarelösungen für das Engineering und verfügt als Integrator von IT-Systemen über ein umfassendes branchenübergreifendes Portfolio. Getreu der Vision „Wir liefern die digitale Zukunft für das Engineering.“ unterstützt die :em AG mit ihren Dienstleistungen und Software-Applikationen die konkrete Umsetzung der Digitalen Transformation bei ihren Kunden. Dazu entwerfen die Mitarbeiter*Innen Digitalisierungsstrategien und Roadmaps und helfen bei der Realisierung einer modellbasierten, digitalen Entwicklung. Mit dem Produkt ReqMan® sowie einem breiten Beratungsportfolio mit Themen wie Digital Twin (DT), Enterprise Architecture Management (EAM), Product Lifecycle Management (PLM), Application Lifecycle Management (ALM), Model Based Systems Engineering (MBSE), Kooperations- und Anforderungsmanagement oder Model Based Definition (MBD) bedient die :em AG Kunden aus den Branchen „Mobility & Transportation“, „Maschinen- und Anlagenbau“, „Luft- und Raumfahrttechnik“, „Elektro- und Informationstechnik“ sowie „Medizintechnik und Life Science“.Zur Verstärkung unseres People & Culture Teams suchen wir ab sofort einen engagierten Werkstudenten (m/w/d), der uns bei der Weiterentwicklung moderner HR-Prozesse unterstützt. Wenn du Interesse an Personalthemen hast und gerne an digitalen Lösungen arbeitest, bist du bei uns genau richtig!","Laufendes Studium im Bereich Wirtschaft, Psychologie, Personalmanagement oder einem vergleichbaren StudiengangAusgeprägtes IT-Verständnis sowie Interesse an digitalen ToolsSehr gute Excel-Kenntnisse und sicherer Umgang mit MS OfficeStrukturierte, sorgfältige und selbstständige ArbeitsweiseSpaß am Aufbau und der Gestaltung neuer ProzesseTeamplayer mit hoher Eigenmotivation und Verantwortungsbewusstsein"
Lagerist (m/w/d) | OUSPRC,Atruvia AG,Berlin,Feste Anstellung,Vollzeit,"Wir sind der Digitalisierungspartner der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelange Banking-Expertise mit moderner Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren agree21 bis hin zur App-Entwicklung. Als deutschsprachiges Unternehmen nutzen wir zukunftsweisende Technologien wie künstliche Intelligenz oder Smart Data und schreiben Prozessoptimierung, Sicherheit und Regulatorik groß.Wir haben uns zum Ziel gesetzt, innovative digitale Banking- und Near-Banking-Erlebnisse für über 900 Banken und mehr als 30 Millionen Bankkund*innen zu ermöglichen. Daher investieren wir systematisch in das Know-how unserer mehr als 5.500 Mitarbeitenden und betrachten Nachhaltigkeit als strategisches Unternehmensziel.Unser Zusammenarbeitsmodell zeichnet sich durch eine agile, crossfunktionale Arbeitsweise in allen Unternehmensbereichen aus. Wir verbinden Menschen und Märkte von morgen - einfach. digital. sicher.Für unser Geschäftsfeld Output Solutions im Tribe Print Center (OUSPRC) suchen wir dich alsLagerist (m/w/d)am Standort Berlin.","Persönlichkeit mit ProfilDu hast eine abgeschlossene Ausbildung als Fachkraft für Lagerlogistik oder als Fachlagerist*in bzw. langjährige Berufserfahrung im Bereich Lager und Logistik.Du verfügst über einen Fahrausweis für Flurförderzeuge.Du besitzt gute MS-Office Kenntnisse und kennst dich mit gängigen ERP Systemen aus.Du verfügst über gute Deutschkenntnisse.Du besitzt ein ausgeprägtes Bewusstsein für die Themen Ordnung und Arbeitssicherheit.Ein hohes Maß an Selbstorganisation, Eigeninitiative und eigenverantwortlichem Arbeiten, sowie die Bereitschaft zu temporärer Feiertags- bzw. Wochenendarbeit zeichnen dich aus.Du überzeugst durch deine hohe Kommunikations- und Konfliktfähigkeit sowie ein freundliches Auftreten.Nobody is perfect! Du erfüllst die Anforderungen nicht zu 100 % und hast dennoch Lust auf den Job? Kein Problem - wir gehen den Weg gemeinsam als Team - inklusive Einarbeitung und passgenauen Entwicklungsmaßnahmen!"
Marketingmanager Unternehmenskommunikation (m/w/d),Stadtwerke Balingen,Balingen,Feste Anstellung,Vollzeit,"Wasser, Wärme, Licht – in Balingen stillen diese Grundbedürfnisse seit 1963 die Stadtwerke: Mit Strom, Wasser, Erdgas und Fernwärme aus erster Hand halten wir die Energieversorgung ständig im Fluss. Und wir bringen die Region voran. Mit Highspeed-Internet von unserem Tochterunternehmen zollernalb-data. Mit klimafreundlicher Mobilität und dem Pilotprojekt ELINA, dem deutschlandweit ersten Nahverkehrsbus, der auf elektrifizierten Straßen induktiv seine Batterien lädt. Mehr als 180 Mitarbeiterinnen und Mitarbeiter denken täglich voraus, um Chancen zu erkennen und zu ergreifen – und machen uns so vom Grund­versorger zum Zukunftsgestalter.Wir suchen Sie zum nächstmöglichen Zeitpunkt alsMarketingmanager Unternehmenskommunikation (m/w/d)Festanstellung, Vollzeit · 72336 Balingen","Abgeschlossenes Studium im Bereich Kommunikation, Marketing, Medien oder eine vergleichbare Qualifikation sowie relevante Berufserfahrung - idealerweise im kommunalen oder energiewirtschaftlichen UmfeldAusgeprägte kommunikative Stärke und Stilsicherheit in Wort und Bild - von Social Media bis Pressearbeit sowie im Kontakt mit Medien, Politik und PartnernOrganisationstalent, Eigeninitiative und Teamfähigkeit gepaart mit einem hohen QualitätsanspruchSicherer Umgang mit Agenturen, Dienstleistern und digitalen ToolsVerständnis für politische und kommunale ZusammenhängeFreude daran, die Stadtwerke Balingen intern wie extern professionell zu repräsentieren"
Bilanzbuchhalter (m/w/d),STRATEC SE,Birkenfeld (Württemberg),Feste Anstellung,"Homeoffice möglich, Vollzeit",STRATEC entwickelt und produziert vollautomatische Analysesysteme für führende Partner in der In-vitro-Diagnostik und im Bereich Life Science. Vom Konzept bis zum fertigen Produkt - wir machen alles inhouse und zählen dabei auf das umfassende Know-How unserer Mitarbeitenden.Du suchst nach einer neuen Herausforderung mit gesellschaftlichem Mehrwert?Dann bewirb dich jetzt und werde Teil unseres Teams in Birkenfeld,Du arbeitest im operativen Tagesgeschäft der Finanzbuchhaltung mitDu bist verantwortlich für die Führung von Haupt- und NebenbüchernDu übernimmst die RechnungsprüfungDu unterstützt in der Nebenbuchhaltung wie z.B. KreditorenbuchhaltungDie Betreuung des Reisekostentools und das damit verbundene Tagesgeschäft fällt ebenfalls in Dein AufgabengebietDu unterstützt bei Monats- und QuartalsabschlüssenDu unterstützt uns bei diversen weiteren Aufgaben innerhalb der Finanzbuchhaltung
SB Techniker (m/w/d) im Außendienst,Ratiodata SE,Berlin,Feste Anstellung,Vollzeit,"Du suchst neue Herausforderungen und Karrieremöglichkeiten? Du willst deine Zukunft aktiv mitgestalten? Dann komm zu uns! Wir sind eins der größten Systemhäuser und Technologiepartner in Deutschland mit über 1.500 Kolleg:innen an 10 Standorten. Bewirb dich jetzt und zeig uns, aus welchen Bits und Bytes du gemacht bist.","Abgeschlossene technische Berufsausbildung, z.B. als Kommunikationselektroniker:inIdealerweise mindestens 2 Jahre Berufserfahrung als Servicetechniker:inKnow-how der SB-Produkte, sowie Hard- und Softwarekenntnisse wären von VorteilDu bringst ein technisches Verständnis mit, ebenfalls im IT-UmfeldFührerschein Klasse BDu hast immer die Kund:innen im Blick und hast eine ausgeprägte Service- und DienstleistungsmentalitätEin Kann, aber kein Muss: Du bist Expert:in für E-Mobility-Technik"
Working Student | IT Security (m/f/d),TRATON SE,München,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","TRATON GROUPWith its brands Scania, MAN, International, and Volkswagen Truck & Bus, TRATON SE is the parent and holding company of the TRATON GROUP and one of the world's leading commercial vehicle manufacturers. TRATON employs more than 103,000 people and operates 33 production and assembly sites worldwide across 12 locations in North America, Europe, Asia and Latin America. Through our range of trucks, buses, and light-duty commercial vehicles, and together with our partners and customers, we're driving the shift towards a sustainable transport system. ""Transforming Transportation Together. For a sustainable world."": this intention underlines the Company's ambition to have a lasting and sustainable impact on the commercial vehicle business and on the Group's commercial growth.","/ You are currently enrolled in a study of computer science, business informatics, IT security, or a comparable field/ You have knowledge of operating systems, networks, and cloud solutions/ You have initial experience in IT security and information security/ You have a diligent and independent way of working, and an open, friendly, confident manner with the ability to work in a team/ You have good knowledge of German and English"
Head of System Integration Cabin (m/w/d),Diehl Aviation,Laupheim (Raum Ulm),Feste Anstellung,Vollzeit,"Digital transformation. Sustainability. Peacekeeping. Exciting tasks that we at Diehl are working on intensively with our five corporate divisions Metal, Controls, Defence, Aviation and Metering and our more than 16,000 employees. Discover fascinating technologies and apply. In a family-run company characterised by trust and courage, which is consistent and stable – by tradition.For our site Diehl Aviation in Laupheim we are looking for a:Head of System Integration Cabin (m/w/d)","You have a successfully completed university degree in electrical engineering or natural sciences, a successfully completed technical degree in a STEM field or comparable qualification.You have sound professional experience in the development and integration of electrical equipment as well as with oxygen systems and you are familiar with the regulatory requirements (CS-25 / FAR Part 25, Do-160, DO-254) with a focus on ATA Chapters 92 and 35.You have extensive knowledge and skills in managing, motivating and developing employees (several years).You promote teamwork as well as open and constructive communication between employees.You have strong project management skills and experience in budget planning and resource management."
"Integrator Account Manager (DE & EN Speaking), EU Fashion Marketplace",Amazon Europe Core,München,Feste Anstellung,Vollzeit,"Reporting to the Head of Seller Services (UK), EU Fashion Marketplace in Europe, this will be a business development role responsible for setting up and managing the relationship with the top 3rd party integrators driving new business acquisition through a multi-faceted approach. As an IBAM, you will be responsible for working with the integrators to generate a pipeline of promising new seller leads and facilitating the business expansion of their sellers on other Amazon EU markets. You will play a critical role in supporting the successful launch of these new sellers, guiding them through the onboarding process and ensuring they are able to efficiently make their diverse product offerings available to millions of Amazon customers. You will also serve as an Account Manager, building strong relationships with your assigned integrators and their sellers, providing guidance and troubleshooting assistance as needed, while also helping them grow their presence and sales on the marketplace. This multifaceted role requires a unique blend of business development, account management, and customer advocacy skills.About the teamAmazon is the largest marketplace on earth. More than 300 million customers shop in Amazon’s marketplaces globally. Since 2000, Amazon welcomes companies of all sizes to offer their products, helping them reach hundreds of millions of customers, build their brands, and grow their business.Do you want to be part of one of the fastest growing and most exciting areas of Amazon, supporting Fashion brands to launch on Amazon? Amazon Fashion is looking for a self-motivated, results-driven Integrator Business Account Manager (IBAM) capable of working in a dynamic environment and delivering growth for the EU Fashion Integrator Engagement program.Job ID: 2914368 | Amazon EU SARL (Germany Branch) - D70","Bachelor's degree or equivalent, or experience in sales or marketing work (like e-commerce, retail technology, SaaS) or equivalentPreferred qualificationsExperience influencing at all levels within an organization, particularly at the executive levelExperience exceeding sales targets using a consultative, solutions-focused approach or equivalent"
Change Manager:in (m/w/d),Amazon Europe Core,Lahntal,Feste Anstellung,Vollzeit,"Operations is the driving force behind Amazon. This key service of our business allows us to fulfill and ship orders efficiently so that our customers receive their items on time. As a Change Manager, you will ensure that your site functions perfectly to meet the demands of our customers. You will take on a number of projects across our network to drive productivity.About the teamAmazon Logistics, or AMZL, handles ‘last mile’ delivery duties in partnership with third-party distribution businesses. We utilise creative thinking and continuous improvement initiatives to get millions of physical products into the hands of our customers. Our goal is to make our customers’ delivery experience as smooth as possible and roll out global delivery solutions for our newest concepts, like Amazon Fresh, Prime Now and Amazon Restaurants.There are two sides to what we do. Our ‘under the roof’ associates process millions of products for dispatch to our delivery teams. Our team is people-focused and supportive, particularly as lots of our people work through the night. We focus mostly on operations, with 24/7 shifts in most of our locations.Meanwhile, our ‘on the road’ people work with Amazon Flex - a network of delivery contractors. Every year, we continually raise the bar for customer experience with new, innovative delivery services. We look for new ways to overcome industry wide logistics challenges and new ideas to reduce our carbon footprint, supported by a portfolio of cutting-edge vehicles (including Electric Vehicles) and technology to help us do just that.Job ID: 2889060 | Amazon Deutschland W48 Transport GmbH - L99","• A degree• Proven experience in quality management and process optimization, ideally in manufacturing, production, or logistics setting• Experience communicating with a wide range of stakeholders, including peers and management• Significant experience using data or stories to influence business decision-making• Fluent command of English and GermanPreferred qualifications• Experience working with Lean, Six Sigma and Kaizen techniques• Experience working in another logistics environment• Relevant experience working with the MS Office suite (Word, Excel, Outlook) in a professional environment"
Fachinformatiker*in für Systemintegration,Max-Planck-Institut für Medizinische Forschung,Heidelberg,Befristeter Vertrag,"Teilzeit, Vollzeit","Wir, das Max-Planck-Institut für medizinische Forschung, sind eines von 84 Instituten und Forschungsstellen der Max-Planck-Gesellschaft (MPG) zur Förderung der Wissenschaften e. V. Unser Schwerpunkt liegt in der medizinischen Grundlagen­forschung. Gegenwärtig beschäftigen wir rund 270 Mitarbeiter*innen in Wissenschaft und Verwaltung, hauptsächlich an unserem Standort in Heidelberg. Aktuell entsteht ein weiterer Standort unseres Instituts in Heilbronn. Darüber hinaus sind wir Teil der Health + Life Science Alliance Heidelberg Mannheim – ein Zusammenschluss der führenden lebens­wissenschaftlichen Forschungseinrichtungen der Region.Unser Institut sucht für die Serviceeinheit EDV zum nächstmöglichen Zeitpunkt eine*nFachinformatiker*in für Systemintegration",eine erfolgreich abgeschlossene Ausbildung als Fachinformatiker*in Fachrichtung System­integration oder eine vergleichbare Ausbildungsehr gute Kenntnisse im Bereich Windows-Clientsgute Kenntnisse im Umgang mit macOSFähigkeit zur selbstständigen Problemlösung und Dokumentationausgeprägte Serviceorientierungselbständiges und teamorientiertes Arbeitengute Englischkenntnisse in Wort und Schrift
Trainee Business Consulting - Supply Chain Management (m/w/d),cbs Corporate Business Solutions Unternehmensberatung GmbH,"Heidelberg, Düsseldorf, Frankfurt am Main,München,Dortmund,Hamburg,Berlin,Freiburg,Leipzig,Stuttgart",Berufseinstieg/Trainee,"Homeoffice möglich, Vollzeit","Wir sind die Berater der Weltmarktführer:Hochmotivierte Expert:innen, die sich miteinander vernetzen, um als erfolgreiches TeamEnd-to-End-Geschäftsprozesslösungenvoranzutreiben. Gemeinsam stärken wir die Zukunft der beeindruckendsten Unternehmen der Welt aus Maschinen- und Anlagenbau, Automotive, Life Science, Pharma und Chemie, mit denen wir viel gemeinsam haben.Unser ausgezeichneter Ruf bei Hidden Champions öffnet dir die Türen für anspruchsvolle Projekte mit einzigartigen Gestaltungsmöglichkeiten. Werde Teil einer der besten und verlässlichsten Beratungen und nutze vielfältige Entwicklungschancen. Als engagiertes Teammitglied kannst du bei uns schnell Verantwortung übernehmen und über dich hinauswachsen. Du triffst auf ein starkes Team, das zusammenhält und wirklich etwas bewegen will.Fach- und Führungskräfte von morgen gesucht!– Du hast dein Studium erfolgreich abgeschlossen und möchtest nun in der Beratungswelt den ersten Schritt auf der Karriereleiter nehmen? Du willst im Rahmen von Kundenprojekten bei namhaften Unternehmen schnell Verantwortung übernehmen und Prozesse gestalten? Dir fällt es leicht, dich auf unterschiedlichen Unternehmensebenen – bis hin zum C-Level – zu bewegen? Dann ist unser Traineeprogramm genau das Richtige für dich!In unserem viermonatigen Traineeprogramm bereiten wir dich gezielt auf deine Rolle als Berater:in vor.Du erhältst einenindividuell abgestimmten Ausbildungsplan, nimmst an Soft-Skill-Trainings teil und erwirbst die international anerkannte CSCP-Zertifizierung (by APICS). Durch praxisnahe Projekte und enge Betreuung entwickelst du dich schnell weiter – und auch nach dem Programm begleiten wir deinen Karriereweg mit maßgeschneiderten Weiterbildungsangeboten und Entwicklungsperspektiven.Denn deine persönliche (Karriere-)Entwicklung wird bei uns großgeschrieben!Gestalte deine und unsere Zukunft aktiv mit – und werde Teil eines internationalen, hochmotivierten Teams, das für die Umsetzung globaler Projekte brennt. Wir suchen zum01.10.2025zur Verstärkung unseres Beratungsgeschäfts engagierte und hochqualifizierte (Master-)Absolvent:innen (m/w/d) für den Bereich Supply Chain Management.Im Rahmen deines Traineeprogramms im Bereich Supply Chain Management wirst du Teil eines Teams, das internationale Industrieunternehmen bei der Analyse, Neuausrichtung und Weiterentwicklung globaler Lieferketten unterstützt. Du arbeitest an spannenden Projekten zur Optimierung von Planungsprozessen, Beschaffungsstrategien, Produktions- und Materialflüssen sowie Logistik- und Distributionsstrukturen.Themen wie Netzwerkdesign, Prozessautomatisierung, resiliente Wertschöpfungsketten und nachhaltige SCM-Konzepte gehören ebenso zu deinem Aufgabenfeld wie datengetriebene Analysen und innovative Lösungsansätze.Gemeinsam mit erfahrenen Berater:innen entwickelst du zukunftsfähige Strategien – von der ersten Idee bis zur erfolgreichen Umsetzung.","Dein (Master-) Studium der Wirtschaftswissenschaften, des Wirtschaftsingenieurwesens, der Wirtschaftsinformatik oder ähnlichem hast du erfolgreich absolviertDarüber hinaus hast Du erste praktische Erfahrungen, zum Beispiel durch Praktika oder Werkstudententätigkeiten gesammeltDu verfügst über sehr gute Englischkenntnisse und konntest diese idealerweise bei einem Auslandsaufenthalt festigenDu sprichst fließend DeutschDu besitzt ein ausgeprägtes betriebswirtschaftliches und logistisches InteresseDich zeichnet eine analytische und lösungsorientierte Denkweise ausDu hast Spaß daran, Neues zu lernen, strahlst Begeisterung aus und übernimmst gerne VerantwortungDu bist kommunikativ, bist ein Teamplayer und hast Lust zu reisen"
Sachbearbeiter*in Buchhaltung,Max-Planck-Institut für Medizinische Forschung,Heidelberg,Befristeter Vertrag,"Homeoffice möglich, Teilzeit, Vollzeit",Wir sind eines von 84 Instituten und Forschungs­stellen der Max‑Planck-Gesellschaft zur Förderung der Wissenschaften e. V. Unser Schwerpunkt liegt in der Grundlagen­forschung.Gegenwärtig sind unsere rund 270 Mitarbeiter*innen in vier Abteilungen und zwei Max‑Planck-Forschungs­gruppen aufgeteilt. Darüber hinaus ist das Institut Teil der Health + Life Science Alliance Heidelberg Mannheim – ein Zusammenschluss der führenden lebenswissenschaftlichen Forschungs­einrichtungen der Region.Zur Unterstützung unseres Teams suchen wir zum nächstmöglichen Zeitpunkt eine*nSachbearbeiter*in Buchhaltung in Voll- oder Teilzeit,Erfolgreich abgeschlossene kaufmännische Berufsausbildung mit Erfahrung im Bereich RechnungsprüfungGute Microsoft-Office-Kenntnisse und Erfahrung mit SAP R/3 oder ähnlichen ProgrammenEnglischkenntnisse in Wort und Schrift wünschenswertSelbstständige und serviceorientierte Arbeitsweise
